sampleID	Occipital_Delta	Temporal_Delta	Frontal_Delta_	Parietal_Delta_	Frontal_Low_Alpha	Frontal_High_Alpha	Frontal_Theta	Frontal_Beta	Parietal_Theta	Parietal_Low_Alpha	Parietal_High_Alpha	Parietal_Beta	Temporal_Theta	Temporal_Low_Alpha	Temporal_High_Alpha	Temporal_Beta	Occipital_Theta	Occipital_Low_Alpha	Occipital_High_Alpha	Occipital_Beta	All_Chans_Beta	Frontal_Central_Low_Gamma	All_Chans_Delta	All_Chans_High_Alpha	All_Chans_High_Gamma	All_Chans_Low_Alpha	All_Chans_Low_Gamma	All_Chans_Theta	Frontal_Central_Beta	Frontal_Central_Delta	Frontal_Central_High_Alpha	Frontal_Central_High_Gamma	Frontal_Central_Low_Alpha	Occipital_High_Gamma	Frontal_Central_Theta	Frontal_High_Gamma	Frontal_Low_Gamma	Left_Lat_Frontal_Beta	Left_Lat_Frontal_Delta	Left_Lat_Frontal_High_Alpha	Left_Lat_Frontal_High_Gamma	Left_Lat_Frontal_Low_Alpha	Left_Lat_Frontal_Low_Gamma	Left_Lat_Frontal_Theta	Left_Parietal_Beta	Left_Parietal_Delta	Left_Parietal_High_Alpha	Left_Parietal_High_Gamma	Left_Parietal_Low_Alpha	Left_Parietal_Low_Gamma	Left_Parietal_Theta	Left_Temporal_Beta	Left_Temporal_Delta	Left_Temporal_High_Alpha	Right_Parietal_High_Gamma	Right_Parietal_Low_Alpha	Right_Parietal_Low_Gamma	Right_Parietal_Theta	Right_Temporal_Beta	Right_Temporal_Delta	Right_Temporal_High_Alpha	Right_Temporal_High_Gamma	Right_Temporal_Low_Alpha	Right_Temporal_Low_Gamma	Right_Temporal_Theta	Temporal_High_Gamma	Temporal_Low_Gamma	Occipital_Low_Gamma	Parietal_High_Gamma	Parietal_Low_Gamma	Right_Lat_Frontal_Beta	Right_Lat_Frontal_Delta	Right_Lat_Frontal_High_Alpha	Right_Lat_Frontal_High_Gamma	Right_Lat_Frontal_Low_Alpha	Right_Lat_Frontal_Low_Gamma	Right_Parietal_Beta	Right_Parietal_Delta	Right_Parietal_High_Alpha	Right_Lat_Frontal_Theta	Left_Temporal_High_Gamma	Left_Temporal_Low_Alpha	Left_Temporal_Low_Gamma	Left_Temporal_Theta
LCC2051_0	1.762743589	1.461620678	1.51063317	1.553519534	0.903809045	0.364674946	1.142702822	0.958816189	1.283536451	1.15932999	0.486707595	0.901903999	1.204290196	0.989112858	0.534288078	1.35089193	1.38230378	1.316805787	0.752209046	1.030390556	1.16527895	0.182197221	1.605859586	0.560262939	0.46914582	1.077498085	0.78446214	1.238128212	0.647076585	1.4661502	0.264804784	-0.476156359	0.897003912	0.317915412	1.078853679	0.268405121	0.598285221	0.954188344	1.518140475	0.312752617	0.391609151	0.822984543	0.648980127	1.155141938	0.874828972	1.50052962	0.432742926	-0.261121528	1.070363718	0.41514251	1.211917547	1.387219094	1.469945251	0.48993006	-0.222613549	1.233133521	0.396695266	1.344999793	1.311246455	1.453133415	0.574532377	0.58094746	1.048678233	0.9212982	1.217420371	0.743069082	1.022079664	0.563281577	-0.241440876	0.406016827	1.141452937	1.54402412	0.484629753	0.442148612	0.977659714	0.772215649	0.927389698	1.600741361	0.534701765	1.187111404	0.860850797	0.920059257	1.103822837	1.190750642
LCC2053_0	1.883657871	1.409976111	1.558621279	1.533553152	1.027434214	0.764597981	1.015197748	1.434513516	1.139262169	1.294274196	0.903963143	1.366947963	1.027521901	1.126781601	0.814244689	1.558348879	1.482314134	1.539431831	1.121731281	1.435895317	1.600053341	0.272362224	1.624469242	0.9452269	0.640861386	1.238187372	1.122035484	1.155083246	0.894124514	1.495302192	0.594221679	-0.374715442	1.027934136	0.448229263	1.002404142	0.424346277	0.934870084	1.572682722	1.53048337	0.826900265	0.591034069	1.009183063	1.100355091	0.986449138	1.548143543	1.578370706	0.952341855	0.246289023	1.293755342	0.973915709	1.154882222	1.619722982	1.465026041	0.820711401	-0.049202172	1.294792432	0.54865656	1.123059291	1.486851182	1.346921262	0.80768023	0.458963231	1.115637151	1.012307348	0.991852091	0.597849896	1.09351563	0.925147419	0.123204414	0.81138205	1.560735099	1.637224176	0.832875218	0.562110822	1.044468493	1.055007043	1.050234871	1.483572697	0.849511688	1.053850256	0.702918589	1.137647212	1.161904532	1.060483109
LCC2053_52	1.79067531	1.477092665	1.498595682	1.511903195	1.340389292	1.00537332	1.148108457	1.012475878	1.293339036	1.542600683	1.202062835	1.159533822	1.189993527	1.459679444	1.178833287	1.444780504	1.477258274	1.706450971	1.316854094	1.198370537	1.243230874	-0.021786293	1.579530589	1.16320205	0.309077961	1.505207401	0.69386412	1.276747576	0.777882515	1.444578733	1.007663278	-0.607313768	1.360399106	0.373556236	1.111861635	-0.064028763	0.447492045	1.004792735	1.485456074	0.923169389	-0.014577234	1.254043362	0.465586789	1.128011066	1.050452715	1.489081474	1.202132794	-0.33841088	1.539224811	0.294285753	1.277185671	1.278528006	1.479899171	1.173692349	-0.009439922	1.545950516	0.619607674	1.308913067	1.564714993	1.474267905	1.18391408	0.418672334	1.487132503	1.032890101	1.230643156	0.332999778	0.904375866	0.500176136	-0.143494028	0.48672165	1.169293585	1.5580669	1.07250363	0.138232744	1.394676473	0.656483306	1.246643672	1.533585295	1.201992865	1.199374824	0.226167172	1.430373191	0.721044069	1.145142494
LCC2054_0	2.395057517	1.873952296	1.863734291	1.939732599	1.351013749	0.516238807	1.753759014	1.094725168	1.862236503	1.608024694	0.734959243	0.977849929	1.849982356	1.49412195	0.592132999	1.112472367	2.195726227	1.775456408	0.968159198	1.160973241	1.155204468	-0.008300794	2.0476637	0.687833249	0.419740183	1.56444398	0.724734498	1.946975197	0.685859775	1.74175491	0.304640032	-0.525876903	1.246468814	0.278979887	1.65602886	0.267315389	0.623162171	1.178746475	1.910022272	0.601883756	0.417903406	1.414209712	0.736594462	1.791649275	0.96064487	2.004646577	0.708907479	-0.289159573	1.591705235	0.27658441	1.891039959	1.132898369	1.912172447	0.592646096	-0.070692388	1.623753063	0.42327466	1.831386176	1.091038058	1.832041136	0.591619294	0.279671377	1.469917458	0.624766288	1.817625667	0.363026742	0.647977463	0.604443213	-0.166331227	0.356093703	1.239762609	1.917735211	0.583561631	0.420994725	1.375214906	0.789856973	0.994399284	1.863381397	0.759536301	1.799216857	0.432930673	1.517048373	0.670010786	1.880094596
LCC2055_0	2.212963699	1.859671215	1.932377602	1.975242499	1.647041625	1.158673353	1.715871788	1.498267422	1.845944757	1.820440972	1.147228279	1.23690833	1.787893422	1.761951217	1.114382511	1.431394765	1.941908752	1.849691005	1.186517947	1.260957451	1.447610376	0.374014193	1.990069277	1.147306766	0.599142053	1.747767552	0.946337812	1.797748805	1.156238498	2.028214803	1.193233153	-0.430457029	1.631214206	0.217372343	1.733933491	0.63313462	1.032304879	1.663208496	1.868319663	1.13377156	0.822878742	1.64050147	1.239720105	1.686913925	1.250861137	1.943941413	1.153762703	0.038377612	1.8044666	0.586211658	1.823093644	1.390669728	1.85192278	1.11561177	-0.375280154	1.835848556	0.478681285	1.867653385	1.468626167	1.867283827	1.113149763	0.957087117	1.794785275	1.074522972	1.8314783	0.854090668	0.987412729	0.614894254	-0.120957391	0.535766041	1.532921319	1.881875227	1.146740133	0.768495211	1.668534547	1.099812702	1.222492332	2.004438481	1.140594034	1.725338848	0.718814395	1.726430276	0.878331002	1.73944147
LCC2055_52	1.946801167	1.749923979	1.857986499	1.702775997	1.798033609	1.28787184	1.515633381	1.327103959	1.431259829	1.793155038	1.267114415	1.169442932	1.516574759	1.899964879	1.38385318	1.33157488	1.562421366	1.817387463	1.282043698	1.129468111	1.272074395	0.475453845	1.836668382	1.325315727	0.410286116	1.849269549	0.744151463	1.511685752	1.236413482	1.971123832	1.329576158	-0.180572207	1.811251239	-0.111805128	1.613760483	0.480314671	0.833491693	1.407689506	1.804452879	1.292611491	0.55447392	1.783564197	0.960598018	1.464504762	1.183243217	1.703801304	1.317998287	-0.294227263	1.87360788	0.436867262	1.446941892	1.28094688	1.73040234	1.415981077	-0.392598829	1.694330622	0.492611051	1.414990216	1.376912296	1.768605733	1.349157315	0.768782658	1.861891569	0.934992454	1.524694156	0.645119771	0.820768456	0.500618633	-0.340633725	0.465632916	1.320352436	1.770942428	1.236400789	0.683202365	1.798843059	0.920386164	1.155189693	1.701748264	1.20946763	1.448894966	0.471569021	1.934967781	0.665344816	1.508300668
LCC2056_0	2.174043095	1.697637661	1.731889502	1.856597418	1.197675008	0.850258864	1.227621023	1.447825398	1.422106811	1.468238008	1.077788396	1.484189987	1.236362787	1.268698406	0.958764451	1.675897854	1.692871823	1.595099452	1.305190129	1.533564628	1.58722275	0.380990293	1.89666436	1.061028299	0.437155973	1.376128087	0.932587497	1.407079779	1.229988642	1.664859942	0.789023112	-0.306452343	1.16182912	0.250868221	1.180057674	0.340803935	0.780818075	1.519025625	1.773802378	0.862749431	0.485493287	1.190282701	0.879528599	1.26106392	1.45244135	1.889253508	1.100699888	-0.029701336	1.507406887	0.656806336	1.442250233	1.67457408	1.747669439	0.975129778	-0.067560495	1.425183128	0.675191109	1.400983462	1.677217605	1.641082434	0.941758206	0.430066108	1.238677452	0.985241154	1.169311093	0.462538367	0.992016344	0.808935757	-0.048218505	0.666096	1.532859863	1.749633058	0.892571662	0.480475	1.237525625	0.910037943	1.513774949	1.82128469	1.053600546	1.237788194	0.492750669	1.296777638	0.998687459	1.294433396
LCC2056_52	1.830423006	1.443544831	1.558973704	1.502706176	1.273333566	0.931900583	1.211282047	1.397272148	1.208648081	1.444836377	1.187116597	1.255590492	1.173908015	1.434570023	1.157956231	1.607668935	1.411181074	1.423512069	1.17935864	1.346734992	1.37821252	0.283112959	1.578533198	1.061058284	0.391776168	1.350842377	0.819211007	1.230628231	1.083686137	1.569196232	0.90649256	-0.323993928	1.277943233	0.067646499	1.242892681	0.328300119	0.81933642	1.529401469	1.549637143	0.98700769	0.454087134	1.303422443	0.98193208	1.215422168	1.235397786	1.487604702	1.226366063	-0.382498635	1.488208554	0.423876811	1.190448983	1.474600169	1.489240262	1.175822665	-0.32707657	1.396647191	0.474475791	1.226115121	1.709384901	1.392469871	1.139323139	0.99845268	1.388617059	1.358478414	1.127869381	0.792698463	1.20551855	0.650999649	-0.353904123	0.449912786	1.461226539	1.557865419	0.896412367	0.487074732	1.235982571	0.917970932	1.274885895	1.517300133	1.143964313	1.172665592	0.388159319	1.476122575	0.967298081	1.215530591
LCC2057_0	2.136666655	2.007092587	1.942113821	1.988137804	1.710236162	0.674654008	2.019324947	0.958572492	2.051985122	1.855219492	0.8829492	0.838606663	2.174641819	1.864178246	0.813164092	1.230288597	2.157940733	1.975901242	0.986244034	0.920119312	1.044528073	0.948261072	2.046141349	0.845077215	0.340647743	1.865085881	0.692134662	2.13026926	0.762977506	1.924558299	0.553336137	0.446750137	1.640097947	0.447645236	1.984721506	0.317954417	0.753747733	0.995386613	2.008231534	0.744986862	0.183502653	1.775783411	0.556748491	2.081369738	0.826066682	1.997003371	0.891167448	-0.419540933	1.878523956	0.215199262	2.08373815	1.344253116	2.13694369	0.884325311	0.265288973	1.830593235	0.720363821	2.017726072	1.075347324	1.821006693	0.728013081	0.012090784	1.712527496	0.557311076	1.967499161	0.58176754	0.831875996	0.705797963	0.045829109	0.537429666	1.063791759	1.884208905	0.703193736	0.282224584	1.704209849	0.656659392	0.850794699	1.979087479	0.874572432	1.984533025	0.819975811	1.976360813	0.998774624	2.314311536
LCC2057_52	1.863139261	1.703116906	1.607700321	1.741724546	1.541143076	0.728031472	1.648014627	0.920251445	1.915397043	1.852128804	0.936512764	0.821137547	1.887614649	1.795613915	0.941676643	1.251212923	1.792219345	1.733408167	0.987718777	0.896724676	1.016242572	0.325778542	1.712536172	0.87919528	0.52168938	1.730506163	0.735517836	1.810827639	0.554087362	1.559597443	0.553345315	0.000341801	1.413973213	0.523080017	1.569023356	0.248026559	0.582622575	1.110328183	1.689926378	0.788013076	0.440097906	1.59617461	0.734972952	1.692336239	0.830231078	1.632227174	0.879661452	0.069564841	1.805986618	0.475674469	1.873654028	0.915210951	1.592836818	0.849932277	0.235415124	1.893835986	0.426206309	1.953477329	1.438362508	1.790988204	1.01737967	0.513793581	1.901192805	1.069787634	2.006238591	0.404679239	0.882271407	0.588007818	0.160359292	0.451644341	0.929083904	1.560204411	0.801041156	0.191734478	1.589876088	0.593875021	0.811849531	1.829099147	0.98677605	1.672852542	0.258605427	1.655831069	0.545044285	1.723884022
LCC2058_52	2.111549823	1.770095081	1.894202947	1.811995555	1.266073069	0.898474041	1.440946043	1.510955597	1.441355084	1.368641694	0.848078347	1.052609809	1.391447547	1.328991703	0.864730512	1.450793027	1.614256688	1.377719228	0.959224577	1.254166558	1.414016118	0.46251565	1.903105879	0.894688447	0.890090262	1.331433463	1.089651519	1.470209424	0.960225946	2.003401755	0.761948524	-0.046174265	1.292971124	0.719081325	1.526835454	0.79691178	1.127013208	1.520210102	1.801745879	0.909480307	0.81100958	1.23057488	1.152324496	1.368166973	1.045332106	1.812514455	0.829594441	0.030246912	1.336543174	0.5215875	1.469038265	1.489604704	1.765538701	0.874763418	0.01155032	1.39853023	0.542035756	1.411786431	1.408169414	1.774604154	0.854460337	0.908825854	1.324571599	1.082262525	1.393471655	0.950376767	1.140621796	0.872145437	0.02099922	0.531931965	1.740662229	1.851273626	0.99332178	1.057814093	1.272364937	1.363415564	1.059767563	1.811476035	0.865807574	1.412041738	0.988297141	1.333367273	1.1920598	1.389413962
LCC2059_0	1.65598306	1.394201638	1.557825293	1.483900111	1.228917475	0.570250435	1.322200452	0.997362276	1.40284561	1.458774795	0.639323264	0.884603799	1.251688919	1.291919369	0.643540788	1.208378665	1.446370958	1.453309361	0.788685853	1.00752511	1.046243642	0.136510645	1.566517729	0.675751556	0.390508614	1.373171024	0.619435973	1.373935518	0.790645276	1.655503949	0.512809289	-0.586353011	1.206262693	-0.198899202	1.36030812	0.276990913	0.564907501	1.097179201	1.526993477	0.610799323	0.494569545	1.241286724	0.712798101	1.319745989	0.838009837	1.520276095	0.648468226	-0.46134961	1.483279499	0.269375766	1.439287522	1.102173809	1.407212859	0.638378167	-0.096794258	1.432804316	0.388969387	1.36306341	1.293647764	1.380788536	0.648642758	0.860459008	1.286555829	0.998375529	1.229795034	0.752140215	0.88701778	0.415093697	-0.241893031	0.333276264	1.046708795	1.46968423	0.581408247	0.360730167	1.238341442	0.651764484	0.926679674	1.444196477	0.629981587	1.283110876	0.607494451	1.297217477	0.736877194	1.272531847
LCC2059_52	1.404757123	0.9588245	1.01728251	0.964541646	0.760868627	0.34493663	0.787971135	1.047546722	0.833330093	0.992843253	0.488617474	0.879478272	0.810557676	0.827727539	0.447471417	1.296866623	1.080468622	1.227020946	0.827745842	1.206455351	1.116267594	0.410693505	1.092116358	0.507951247	0.880218165	0.93395186	0.848940777	0.869352491	0.79400348	1.029285027	0.296734612	0.190882489	0.766042501	1.053970892	0.793609445	0.767498533	0.771332726	1.057438928	1.075489369	0.360032995	0.815375646	0.769083447	0.759806676	0.801766713	0.879567028	0.975229108	0.474448561	0.370989724	0.997950037	0.474817654	0.873065332	1.365159608	1.01247845	0.484382022	0.640719857	0.987675705	0.561142183	0.789589818	1.215793665	0.897595114	0.407129943	0.885606285	0.808995149	0.990671481	0.757039679	1.158749008	1.058458349	0.981648644	0.526467023	0.520121233	1.199586927	0.935603806	0.374190406	0.97657594	0.7471566	0.972816377	0.879389498	0.953584529	0.502338692	0.767818618	1.325131855	0.845685245	1.11707929	0.858198313
LCC2060_0	2.055347852	1.645798495	1.666581728	1.759871826	1.264168501	0.72540048	1.436847388	1.404528826	1.57305541	1.390302679	0.739325546	1.017646831	1.479076526	1.341707475	0.851771681	1.823645794	1.741813476	1.641183214	0.966179884	1.137488915	1.461493026	0.211759314	1.773096315	0.791943926	1.003794917	1.358776889	1.134767343	1.522227689	0.745579102	1.651968607	0.541127465	-0.311126158	1.22261019	0.607342688	1.427087955	0.734250275	1.021893165	1.592287247	1.673539068	0.822321863	1.001024191	1.316526619	1.242364926	1.490003581	1.005639842	1.82591527	0.756201512	0.226170437	1.441151456	0.527014873	1.609636	1.808738876	1.639728392	0.861881856	0.200399324	1.332700949	0.541194457	1.533107867	1.838057974	1.651784925	0.841420526	1.210637982	1.30216789	1.470431082	1.4643084	1.408665453	1.524782237	0.654468425	0.21347601	0.534162532	1.497898327	1.673876752	0.765108987	0.760217246	1.247852689	1.095162483	1.029330772	1.681952116	0.721767202	1.387221489	1.544170319	1.377945722	1.57308178	1.493358936
LCC2060_52	2.183135872	1.677178681	1.731751698	1.816200182	1.437873868	0.891360741	1.531243679	1.229811926	1.631783498	1.573478577	0.962515807	1.097087387	1.563823441	1.449535444	0.897572895	1.635401853	1.836784651	1.779892386	1.246251966	1.258569787	1.304572843	0.305284255	1.817160911	0.94948503	0.747087043	1.514531306	0.933300093	1.599235281	0.893042534	1.716576312	0.833909112	-0.2498885	1.398512949	0.437056849	1.485419282	0.565157805	0.821513382	1.27774578	1.764561505	0.947196128	0.44536285	1.473150468	0.854168977	1.542034937	1.151898044	1.857989634	0.992328126	0.083893586	1.626253607	0.597229504	1.699378319	1.81085917	1.743481982	0.980218933	0.194010677	1.513391602	0.504447244	1.55169338	1.33626815	1.59889672	0.795413308	1.068960352	1.379106584	1.045600259	1.51972462	1.193121087	1.36336504	0.682672576	0.142432901	0.553311416	1.382957557	1.712148194	0.885552271	0.884882428	1.438753999	1.030298551	1.034346389	1.769957261	0.930505179	1.562643891	1.28956363	1.510120745	1.544894266	1.603854306
LCC2061_0	2.322082114	1.992305579	2.019979234	2.102488263	1.324413632	0.884193772	1.592233804	1.328752934	1.802783405	1.549087819	1.06224115	1.4347812	1.576435457	1.400879877	0.949370081	1.558813539	2.070614071	1.823149733	1.312703597	1.569173418	1.522333476	0.522076221	2.11353997	1.100181194	0.483351139	1.527451594	1.010826894	1.766806717	1.005964126	1.958819173	0.814506342	-0.265114996	1.334847596	0.358612852	1.612301322	0.513666533	0.945489581	1.457127236	2.086789507	0.960412348	0.639932509	1.318786722	1.070844003	1.597250958	1.528772126	2.03695292	1.108243692	0.172259245	1.491094411	0.925586087	1.721994045	1.537680638	1.975800999	0.899176424	0.140585322	1.600241478	0.832567519	1.870875213	1.578965648	2.008205828	0.994358952	0.846947913	1.403878999	1.197496052	1.595589805	0.80229924	1.192685329	1.015307008	0.156710974	0.881562434	1.400822909	2.004533448	0.864836727	0.688644775	1.319415282	1.055465075	1.314664426	2.159418607	1.010782119	1.56586461	0.75252877	1.3978599	1.18782072	1.556397181
LCC2061_52	1.878286163	1.590667034	1.740406039	1.585996128	1.159875566	0.827709021	1.316317058	1.280412787	1.289727728	1.271016219	0.807346386	0.885026541	1.245567474	1.200590941	0.800280834	1.107301125	1.530211801	1.572971209	1.105385103	1.085048112	1.144650145	0.62283279	1.701874854	0.874683766	0.207988256	1.290846945	0.683963549	1.34034103	1.100959022	1.787751056	0.874203076	0.263513841	1.220778981	-0.116781215	1.398887096	0.419363944	0.845502276	1.355186018	1.718988392	0.752106943	0.592529261	1.09826578	0.970735216	1.256733699	0.899338075	1.590272436	0.82337419	-0.238547079	1.314143042	0.391702321	1.301241848	1.130136717	1.621907881	0.786072088	-0.352341143	1.22312978	0.358927006	1.277900009	1.083197852	1.557003483	0.814039405	0.125712888	1.19523807	0.652659216	1.227037134	0.34369858	0.721317411	0.516359563	-0.291727677	0.375623776	1.341334604	1.710259545	0.847561679	0.328705148	1.151860692	0.87362434	0.870227275	1.581677293	0.790704328	1.27953816	0.488160442	1.205878639	0.780588501	1.263339416
LCC2062_0	2.005591703	1.586382246	1.572916117	1.669249604	1.245500227	0.797425526	1.203640661	1.359068294	1.382943305	1.473214028	0.907472089	1.310864313	1.296771389	1.433382278	0.904178636	1.366699812	1.703185867	1.749693936	1.095787777	1.348965241	1.457398404	0.514256	1.716797871	0.934943527	0.481762995	1.446161631	0.946356152	1.391211819	1.14829998	1.602142021	0.686515626	-0.261423936	1.16747843	-0.03371893	1.199032368	0.342267084	0.822459495	1.474785939	1.575063574	0.874221415	0.558814682	1.320140641	0.963128616	1.238577954	1.270967279	1.680253481	0.860008721	-0.337652838	1.381920892	0.586627733	1.358515561	1.386163761	1.62654839	0.952531722	-0.247673281	1.548609921	0.649324528	1.406069921	1.346322442	1.542119174	0.849759652	0.229192901	1.359412196	0.753300911	1.245891439	0.468776574	0.794797988	0.71676124	-0.290336907	0.61910655	1.392159324	1.539260604	0.811084363	0.385429159	1.235359377	0.873873787	1.347402551	1.657959653	0.950255526	1.170619408	0.622289054	1.496568149	0.832673524	1.342310699
LCC2062_52	1.797367149	1.4463159	1.535993626	1.543657942	1.185794411	0.76708693	1.100162508	1.08481726	1.144751265	1.294131096	0.840609883	1.013003712	1.085382757	1.249633953	0.796460474	1.124731135	1.350349585	1.368722326	0.978686515	1.208791681	1.157120835	0.363239863	1.597587379	0.830534289	0.38958527	1.250285675	0.700051659	1.151314632	0.994719078	1.565011922	0.739533066	-0.382872128	1.156435094	0.671657631	1.114081656	0.086983001	0.554057524	1.084820108	1.511925154	0.73590788	0.25179546	1.152202314	0.61477218	1.025652582	1.010178375	1.495352283	0.806271345	-0.052671279	1.248784698	0.542083833	1.110417823	1.143862227	1.438147742	0.789873164	0.006317769	1.335187144	0.491301444	1.176568184	1.10471831	1.454333265	0.80294936	0.270444564	1.276949033	0.63662398	1.125460198	0.45820264	0.705223129	0.836026831	-0.022175983	0.517434469	1.159394798	1.529347001	0.820453638	0.16598213	1.242623382	0.635230393	1.015810787	1.587124429	0.872431179	1.151348115	0.588859321	1.220484889	0.764450233	1.041227396
LCC2063_0	2.190431926	1.744681094	1.793959798	1.906168844	1.177995725	0.731546922	1.373401861	1.057739324	1.538494659	1.441010494	0.974260867	1.02489529	1.390280997	1.231354521	0.810287032	1.092945604	1.933244621	1.87428729	1.380864488	1.30095951	1.116538497	0.584336622	1.923902105	0.941741819	0.519927269	1.409365858	0.798615316	1.538510972	0.838888103	1.760058199	0.721496474	-0.141840188	1.189945903	0.41687435	1.383408415	0.486992336	0.817910325	1.111356672	1.806294955	0.719235238	0.666523777	1.13375297	0.889973178	1.33615493	1.039711541	1.897028271	0.941624376	0.068273683	1.399419366	0.680108024	1.517172706	1.110248666	1.750623573	0.79337097	-0.080234507	1.478964355	0.547314756	1.558818605	1.074924449	1.738656175	0.826568831	0.462205105	1.237348927	0.688803226	1.42154376	0.535803298	0.813693979	0.696329021	0.000336747	0.618767228	1.159638024	1.813608692	0.753078117	0.584949277	1.206956009	0.909749717	1.009555664	1.915120994	1.004615278	1.398249003	0.598717788	1.225276217	0.910575199	1.356591997
LCC2063_52	1.788329673	1.320879429	1.382688518	1.436092079	1.036186357	0.646345919	1.022762249	0.858491265	1.119281879	1.236400653	0.842434732	0.943337998	1.0417581	1.162347766	0.755452957	1.016202274	1.374065831	1.422110831	1.069265698	1.168989834	1.007063651	0.085540308	1.472866853	0.791823594	0.269129892	1.17589489	0.611027102	1.109523225	0.782951636	1.47281029	0.707514762	-0.48416938	1.140717209	0.416537041	1.141800708	0.050639623	0.381274767	0.876543844	1.339733826	0.603029927	0.21941147	0.96236853	0.463205817	0.931668921	0.958424314	1.455083825	0.84689917	-0.09045085	1.244958959	0.411400195	1.149154875	1.078996128	1.34913036	0.77217772	-0.140576533	1.2276703	0.330964971	1.087201282	0.942769219	1.290662115	0.738058234	0.145634349	1.122893094	0.452646713	0.994474521	0.263182824	0.599308519	0.697878694	-0.114790913	0.373042093	0.906624545	1.318980596	0.621169881	0.141672251	0.982728664	0.490598085	0.927708702	1.41623169	0.837923925	0.964210018	0.355597554	1.198514683	0.708749244	1.084395426
LCC2064_0	2.006143028	1.668823594	1.69289218	1.788210261	1.341468055	0.742687932	1.565675375	1.161342387	1.747601463	1.591070438	0.802631989	0.900582561	1.598221469	1.424082634	0.767525037	1.156260716	1.842246723	1.681474988	0.943091548	1.009692718	1.12171115	0.444635485	1.797105198	0.80571334	0.429562488	1.496552428	0.696087915	1.684700177	0.886780968	1.807467597	0.760787629	-0.076202378	1.362329181	0.358109627	1.663649057	0.478409801	0.790903048	1.163731279	1.654860771	0.695770474	0.502819421	1.333495324	0.824304858	1.523018323	0.881938617	1.686042396	0.784945283	-0.355430445	1.546610056	0.214540596	1.659439451	1.19773726	1.612183936	0.773707821	-0.256632059	1.631398963	0.338162666	1.820851254	1.11040071	1.718921418	0.76125296	0.600062739	1.423726914	0.6793716	1.665085501	0.673480366	0.811506535	0.500648036	-0.303227813	0.280735493	1.326605528	1.586072495	0.767929833	0.699386712	1.327784456	0.958077226	0.918458972	1.870861708	0.819626498	1.490206195	0.736262944	1.424438064	0.912677719	1.519156058
LCC2064_52	1.848868633	1.758581218	1.577729958	1.774530292	1.247127252	0.789150664	1.267499466	1.211176507	1.527588606	1.550792503	0.970444799	1.107616011	1.316533315	1.254694678	0.714140849	1.186391655	1.522729445	1.368203771	0.914885172	1.201381979	1.335452211	0.589618243	1.765198792	0.881744947	0.914525926	1.384640682	1.003255614	1.409046181	1.057038083	1.535129112	0.840800582	0.344990703	1.271193341	0.779836796	1.268622657	0.681879036	0.882328619	1.239092925	1.604300688	0.734275204	0.63645427	1.245390409	0.852720135	1.221540856	1.099882084	1.786637962	0.86480696	0.186605781	1.525024563	0.509725356	1.5065993	1.100002675	1.861752135	0.665658036	0.232922816	1.575116811	0.528411788	1.547610101	1.258414558	1.62300279	0.757750692	1.033873305	1.375661823	1.006794669	1.420790139	0.862548901	0.878059097	0.866732792	0.210381464	0.519169067	1.301920223	1.590711724	0.785841465	0.896440842	1.223483146	1.074403335	1.115214619	1.762075369	1.055348651	1.308033413	0.57551336	1.086439276	0.69427311	1.17906677
LCC2065_0	2.150382596	1.843047437	1.879023116	1.956489772	1.231415068	0.902386115	1.655039712	1.668554512	1.847865625	1.456664445	0.852356056	1.115344669	1.694360051	1.324883299	0.874280689	1.613501395	1.950408448	1.728448816	1.125768909	1.519287366	1.558475182	0.189445208	1.963932376	0.926326858	0.85815013	1.408719391	1.088467368	1.784558582	0.993585746	1.947370274	0.741488512	-0.408242303	1.191070314	0.427088355	1.705226455	0.971800106	1.225050057	1.799983507	1.853128755	0.966298099	1.030708302	1.226839193	1.349445655	1.619116787	1.133930746	1.987445829	0.841755594	-0.140511462	1.483881894	0.395776526	1.908379189	1.717805669	1.813420327	0.884212682	-0.265986779	1.427626541	0.322906304	1.777533741	1.475952054	1.870781847	0.864116232	0.964829585	1.336003482	1.03105282	1.729605929	1.037726598	1.245658533	0.811670313	-0.198733291	0.360867986	1.825475137	1.82716537	0.963482151	1.230209004	1.272489369	1.422662587	1.095927481	1.923156684	0.86270393	1.635899931	1.100128317	1.313470883	1.388645046	1.655999065
